	direccion	latitude	longitude
9	Superi 2700, Belgrano	-34.5657329	-58.4683768
0	Montevideo 1500, Recoleta	-34.5925181	-58.3891414
1	Pena 2800, Recoleta	-34.5874779	-58.4029349
2	Serrano 700, Villa Crespo	-34.5948239	-58.4402189
3	Av Libertdor 5200, Belgrano	-34.562966	-58.4396129
4	Alvarez Thomas, Avda. 600, Palermo	-34.5805052	-58.45098549999999
5	Vega, Niceto, Cnel. 5600, Palermo	38.1156879	13.3612671
6	Beruti, Antonio 3000, Palermo	-34.5786927	-58.4227234
7	Conesa 3500, Nuñez	-34.5532239	-58.4727029
8	Directorio, Avda. 1600, Caballito	-34.630393	-58.449115
9	Avenida Raúl Scalabrini Ortiz 200, Villa Crespo	-34.6006189	-58.4401709
0	Callao, Avda. 1400, Recoleta	-11.8251163	-77.1301088
1	Diaz Colodrero 2900, Villa Urquiza	-34.5701529	-58.4885609
2	Ortiz De Ocampo 2600, Palermo	-34.5827014	-58.4048898
3	Santa Fe Av. 1900, Recoleta	-34.5958084	-58.3946729
4	Garcia Lorca 100, Caballito	-34.6207199	-58.4449569
5	Garay, Juan De, Avda. 300, San Telmo	-34.6241926	-58.3697639
6	Directorio, Avda. 1200, Caballito	-34.6295943	-58.4444583
7	Monroe 1600, Belgrano	-34.5537182	-58.4519477
8	Acevedo 800, Villa Crespo	-34.5952261	-58.4363476
9	Rivera, Pedro 3900, Coghlan	-34.5648832	-58.4753924
0	De Los Incas, Avda. 5000, Parque Chas	-34.5853134	-58.47964580000001
1	Lacroze, Federico, Av. 3000, Colegiales	-34.5760248	-58.4483293
2	Cespedes 3200, Colegiales	-34.5991499	-58.4797587788267
3	Burela 2700, Villa Urquiza	-34.5753039	-58.4939088
4	Charlone 500, Chacarita	-34.5831039	-58.4511009
5	Lemos, Juan 200, Chacarita	-34.5888815	-58.4484361
6	Aguilar 2500, Colegiales	-34.5702153	-58.448026
7	Melian, Av. 3200, Coghlan	-34.5591089	-58.4768779
8	Alvarez Thomas, Avda. 800, Colegiales	-34.5798209	-58.45341099999999
9	Alvarez Thomas, Avda. 800, Chacarita	-34.5798209	-58.45341099999999
0	Melincue 3200, Villa del Parque	-34.6029369	-58.4940216
1	Conde 600, Colegiales	-34.5785669	-58.4484669
2	Ayacucho 1700, Recoleta	-34.5901087	-58.3920605
3	Cabildo, Avda. 2000, Belgrano	-38.9714557	-68.0550264
4	Remedios 2800, Flores	-34.6374959	-58.4650049
5	Rodriguez Pena Nicolas 2000, Recoleta	-34.588108	-58.3861477
6	French 2300, Recoleta	-34.5917369	-58.3980399
7	Paroissien 4600, Villa Urquiza	-34.5561202	-58.4904588
8	Av. Belgrano 1300, Monserrat	-34.6134729	-58.3844579
9	Av. Nazca 3100, Villa del Parque	-34.6009632	-58.4904819
0	Hipólito Yrigoyen 2900, Once	-34.6114991	-58.4071743
1	Avenida Raúl Scalabrini Ortiz 1100, Palermo	-34.5943388	-58.4303284
2	Zabala 2600, Belgrano	-34.5699179	-58.4504399
3	Libertad 1600, Recoleta	-33.381201	-70.6568174
4	Alberti 100, Balvanera	-34.6109156	-58.4016113
5	Juan Maria Gutierrez 2500, Recoleta	-34.5872599	-58.3991153
6	Austria 1800, Recoleta	-34.5902111	-58.4071734
7	Artilleros 1800, Belgrano	-34.5547505	-58.4443906
8	Gascon 600, Almagro	-34.6045991	-58.4244568
9	Demaria 4600, Palermo	-34.5745961	-58.421728
0	Maure 1600, Las Cañitas	-34.5657889	-58.4350021
1	Sánchez De Bustamante 2400, Barrio Norte	-34.5855449	-58.4036909
2	Carlos Calvo 1500, San Cristobal	-34.6211186	-58.4026904
3	Sargento Cabral 800, Retiro	-34.594623	-58.3785208
4	Avenida Rivadavia 5800, Caballito	-34.6231546	-58.4470886
5	Bulnes 100, Almagro	-34.6097703	-58.4187218
6	Avenida Del Libertador 7400, Nuñez	-34.5456133	-58.4589923
7	Antonio Machado 500, Caballito	-34.6065218	-58.4415904
8	Rivadavia 3100, Almagro	-34.6870806	-58.6781707
9	Boulogne Sur Mer 600, Balvanera	-34.6032758	-58.4064159
